Season,Name,Team,PA,WAR,playerid
1947,Cal Ermer,Senators,3,-0.1,1003813
1967,Don Wallace,Angels,10,-0.1,1013546
1999,John Cangelosi,Rockies,6,-0.1,1001913
2007,Joe Blanton,Athletics,5,-0.1,4849
1896,Charlie Dexter,Colonels,427,-0.1,1003259
1972,Gary Neibauer,- - -,9,-0.1,1009486
1873,John Glenn,Blue Legs,188,-0.1,1004781
1952,Dizzy Trout,- - -,55,-0.1,1013196
2012,Eric Farris,Brewers,9,-0.1,2066
2016,Danny Salazar,Indians,5,-0.1,5867
2017,Matt Holliday,Yankees,427,-0.1,1873
1970,Bob Reed,Tigers,13,-0.1,1010761
1993,Rod Beck,Giants,5,-0.1,1730
1938,Hy Vandenberg,Giants,4,-0.1,1013349
1916,Moxie Divis,Athletics,6,-0.1,1003330
1963,Cal Emery,Phillies,19,-0.1,1003766
1874,Jim Hall,Atlantics,9,-0.1,1005252
1996,Kevin Brown,Marlins,85,-0.1,642
2003,Pat Hentgen,Orioles,5,-0.1,145
1917,Turner Barber,Cubs,30,-0.1,1000532
1993,Armando Reynoso,Rockies,72,-0.1,72
1875,Al Metcalf,Mutuals,32,-0.1,1008803
1910,George Wheeler,Reds,3,-0.1,1013836
2018,Casey Kelly,Giants,6,-0.1,9174
1923,Kiki Cuyler,Pirates,46,-0.1,1002914
1937,Hy Vandenberg,Giants,4,-0.1,1013349
1937,Harry Eisenstat,Dodgers,15,-0.1,1003717
1895,George Hodson,Phillies,6,-0.1,1005892
1945,Lloyd Waner,Pirates,20,-0.1,1013596
1962,Gene Stephens,Athletics,5,-0.1,1012493
1973,Joe Pepitone,- - -,134,-0.1,1010167
1963,Steve Barber,Orioles,96,-0.1,1000530
1886,Jim McCauley,Grays,41,-0.1,1008386
1950,Ralph Houk,Yankees,9,-0.1,1006051
1879,Jack Neagle,Reds,12,-0.1,1009472
1955,Hersh Freeman,Redlegs,19,-0.1,1004319
2004,Mike Maroth,Tigers,5,-0.1,1508
1908,Harley Young,- - -,25,-0.1,1014377
1944,Stan Andrews,Dodgers,9,-0.1,1000261
2001,Humberto Cota,Pirates,9,-0.1,1595
1975,Leron Lee,- - -,73,-0.1,1007458
1989,Brian Fisher,Pirates,5,-0.1,1004077
1957,Brooks Lawrence,Redlegs,94,-0.1,1007398
2006,Jorge De La Rosa,- - -,5,-0.1,2047
1947,Buddy Lewis,Senators,568,-0.1,1007578
1933,Ray Kremer,Pirates,4,-0.1,1007156
1911,Boardwalk Brown,Athletics,4,-0.1,1001494
1958,Jim Small,Athletics,5,-0.1,1012075
1922,Sam Crane,Robins,9,-0.1,1002734
1915,Fritz Scheeren,Pirates,3,-0.1,1011531
2004,Nate Bump,Marlins,5,-0.1,1755
1901,Win Kellum,Americans,19,-0.1,1006791
1941,Whitey Moore,Reds,18,-0.1,1009131
1968,Frank Bertaina,Senators,41,-0.1,1000912
1985,Glenn Brummer,Rangers,121,-0.1,1001587
1979,Ron Oester,Reds,3,-0.1,1009739
2007,Cliff Lee,Indians,5,-0.1,1636
2007,Roberto Hernandez,Indians,5,-0.1,3273
1904,Klondike Douglass,Phillies,11,-0.1,1003434
2016,Micah Johnson,Dodgers,6,-0.1,13809
1900,Doc Newton,Reds,96,-0.1,1009550
1982,Rodney Scott,- - -,59,-0.1,1011693
1955,Eddie Waitkus,- - -,220,-0.1,1013493
1936,Frankie Frisch,Cardinals,348,-0.1,1004364
1988,Don Baylor,Athletics,313,-0.1,1000700
1994,Tom Marsh,Phillies,20,-0.1,1008147
1888,Cal Broughton,Wolverines,4,-0.1,1001483
1947,Bob Kuzava,Indians,9,-0.1,1007226
1974,Gary Lavelle,Giants,4,-0.1,1007389
1990,Ricky Horton,Cardinals,5,-0.1,1006036
1876,Bill Parks,Red Caps,4,-0.1,1010013
2008,Paul Byrd,- - -,5,-0.1,594
2008,Cliff Lee,Indians,5,-0.1,1636
1945,Wally Holborow,Senators,4,-0.1,1005938
1872,Bill Yeatman,Nationals,4,-0.1,1014334
1967,Danny Frisella,Mets,24,-0.1,1004365
1959,Reno Bertoia,Senators,341,-0.1,1000917
1978,Rick Williams,Astros,5,-0.1,1014035
1959,Bob Duliba,Cardinals,4,-0.1,1003546
1959,Dean Stone,Cardinals,4,-0.1,1012561
1966,Curt Simmons,- - -,32,-0.1,1011980
1989,Bob Sebra,- - -,14,-0.1,1011709
2003,Scott Elarton,Rockies,17,-0.1,426
1927,Chet Nichols,Pirates,9,-0.1,1009556
1909,George Daly,Giants,9,-0.1,1002954
1952,Lou Boudreau,Red Sox,3,-0.1,1001234
1983,Cecilio Guante,Pirates,24,-0.1,1005113
1914,Larry Chappell,White Sox,43,-0.1,1002155
1888,Cupid Childs,Quakers,4,-0.1,1002186
1922,Tom Phillips,Senators,23,-0.1,1010299
2007,Boof Bonser,Twins,5,-0.1,2159
1882,Russ McKelvy,Alleghenys,4,-0.1,1008590
2006,Jeremy Accardo,- - -,5,-0.1,6428
2003,Mitch Meluskey,Astros,12,-0.1,478
1926,Skinny Graham,Braves,12,-0.1,1004935
2001,Pat Rapp,Angels,5,-0.1,1010700
1974,Don Demola,Expos,4,-0.1,1003197
1971,Pete Broberg,Senators,48,-0.1,1001454
1999,Tommy Davis,Orioles,6,-0.1,1003085
1999,Luis Alicea,Rangers,196,-0.1,584
1937,Carl Fischer,Senators,26,-0.1,1004067
2015,Chris Heisey,Dodgers,72,-0.1,3978
2013,Johnny Monell,Giants,9,-0.1,2783
1955,Johnny Gray,Athletics,8,-0.1,1004973
1955,Mike Kume,Athletics,8,-0.1,1007209
2009,Doug Davis,Diamondbacks,69,-0.1,1244
1907,Doc Newton,Highlanders,48,-0.1,1009550
1914,Larry Pratt,Red Sox,4,-0.1,1010514
1986,Garth Iorg,Blue Jays,351,-0.1,1006268
1940,Red Lynn,Giants,4,-0.1,1007874
1967,Jim Hibbs,Angels,3,-0.1,1005766
1955,Tom Alston,Cardinals,8,-0.1,1000183
1946,Dick Mauney,Phillies,28,-0.1,1008275
1991,Rich Rodriguez,Padres,5,-0.1,1276
1935,George Hockette,Red Sox,18,-0.1,1005876
1988,Dave Meier,Cubs,5,-0.1,1008729
1952,Allie Reynolds,Yankees,94,-0.1,1010860
1983,Ron Darling,Mets,11,-0.1,1002989
1985,Ricky Adams,Giants,130,-0.1,1000062
2012,Trevor Bauer,Diamondbacks,5,-0.1,12703
1934,Johnnie Tyler,Braves,6,-0.1,1013251
2001,Greg Norton,Rockies,246,-0.1,1388
1955,Bob Kuzava,- - -,8,-0.1,1007226
1983,Ron Wotus,Pirates,3,-0.1,1014266
1951,Fred Sanford,- - -,31,-0.1,1011430
1999,George Arias,Padres,170,-0.1,1000299
1959,Rip Repulski,Dodgers,109,-0.1,1010842
2009,Wilton Lopez,Astros,5,-0.1,4227
2003,Kevin Appier,- - -,5,-0.1,3
1971,Rich Hand,Indians,19,-0.1,1005301
1913,Al Clauss,Tigers,4,-0.1,1002323
1972,Tug McGraw,Mets,24,-0.1,1008545
2007,Edwin Bellorin,Rockies,2,-0.1,7242
1947,Andy Hansen,Giants,21,-0.1,1005323
2010,Armando Galarraga,Tigers,5,-0.1,4222
2010,Justin Verlander,Tigers,5,-0.1,8700
1911,Jeff Pfeffer,Browns,4,-0.1,1010264
1975,Ken Forsch,Astros,29,-0.1,1004234
2018,Clay Holmes,Pirates,6,-0.1,13649
1940,Johnny Humphries,Indians,8,-0.1,1006186
1967,Wilbur Wood,White Sox,17,-0.1,1014248
1996,Jose Paniagua,Expos,14,-0.1,483
2017,Ian Parmley,Blue Jays,4,-0.1,13821
1943,Hi Bithorn,Cubs,102,-0.1,1000998
1952,Bill Bell,Pirates,4,-0.1,1000798
1941,Mel Preibisch,Braves,5,-0.1,1010517
1982,Mike Jorgensen,Mets,136,-0.1,1006622
1973,Rafael Batista,Astros,16,-0.1,1000667
1931,Jim Lindsey,Cardinals,14,-0.1,1007632
1989,Don Schulze,Padres,5,-0.1,1011629
1896,Tom Morrison,Colonels,31,-0.1,1009225
2005,Joel Pineiro,Mariners,5,-0.1,1094
1970,Joe Lis,Phillies,42,-0.1,1007653
1973,Larry Christenson,Phillies,12,-0.1,1002215
1983,Alfredo Griffin,Blue Jays,572,-0.1,1005036
1917,Mellie Wolfgang,White Sox,4,-0.1,1014194
2006,Mike Rose,Cardinals,9,-0.1,2278
1876,Jim Shandley,Mutuals,8,-0.1,1011788
1914,George Hogan,Packers,4,-0.1,1005920
2018,Masahiro Tanaka,Yankees,6,-0.1,15764
1879,John Magner,Reds,4,-0.1,1007969
1886,Tom Forster,Metropolitans,274,-0.1,1004237
1937,Ken Heintzelman,Pirates,4,-0.1,1005596
1956,Bill Hall,Pirates,3,-0.1,1005235
2001,CC Sabathia,Indians,5,-0.1,404
1969,Mel Queen,Reds,6,-0.1,1010592
2002,Jason Bere,Cubs,31,-0.1,266
1909,Al Mattern,Doves,115,-0.1,1008249
1930,Myles Thomas,Senators,11,-0.1,1012988
1928,Freddie Fitzsimmons,Giants,103,-0.1,1004122
1989,Glenn Hoffman,Angels,112,-0.1,1005905
1987,Ty Gainey,Astros,26,-0.1,1004436
2004,Sidney Ponson,Orioles,5,-0.1,161
2014,Gavin Floyd,Braves,18,-0.1,3886
1940,Joe Sullivan,Bees,74,-0.1,1012701
1927,Buck Crouse,White Sox,255,-0.1,1002818
1966,Larry Jackson,- - -,100,-0.1,1006304
2005,B.J. Surhoff,Orioles,321,-0.1,117
1961,Howie Koplitz,Tigers,4,-0.1,1007107
1901,Jesse Tannehill,Pirates,144,-0.1,1012822
2014,Tyler Chatwood,Rockies,10,-0.1,4338
1994,Jose Guzman,Cubs,9,-0.1,1005160
2017,Brandon Guyer,Indians,192,-0.1,2636
1900,Dick Cogan,Giants,9,-0.1,1002394
1918,Bill Wagner,Braves,52,-0.1,1013477
2011,Josh Outman,Athletics,5,-0.1,4004
2011,Trevor Cahill,Athletics,5,-0.1,6249
2011,Gio Gonzalez,Athletics,5,-0.1,7448
2006,Mark Buehrle,White Sox,5,-0.1,225
1964,Bobby Guindon,Red Sox,9,-0.1,1005126
2017,Cesar Puello,- - -,39,-0.1,7216
1968,Roy Face,Pirates,5,-0.1,1003891
1991,Don Carman,Reds,5,-0.1,1001967
1871,Nate Berkenstock,Athletics,4,-0.1,1000883
1928,Hub Pruett,Phillies,27,-0.1,1010551
1953,Vern Benson,Cardinals,5,-0.1,1000850
2003,Victor Zambrano,Devil Rays,5,-0.1,1237
1950,Dick Weik,- - -,18,-0.1,1013734
2002,Ben Howard,Padres,5,-0.1,1452
2002,Kevin Pickford,Padres,5,-0.1,1473
1915,Rube Bressler,Athletics,68,-0.1,1001398
1957,Bob Anderson,Cubs,4,-0.1,1000219
1957,Elmer Singleton,Cubs,4,-0.1,1012009
1912,Rip Jordan,White Sox,4,-0.1,1006614
1996,Doug Henry,Mets,5,-0.1,1005668
1919,Rube Benton,Giants,70,-0.1,1000857
1963,Carl Bouldin,Senators,8,-0.1,1001235
1909,Larry Pape,Red Sox,21,-0.1,1009984
2010,Rob Johnson,Mariners,209,-0.1,8029
1954,Neil Berry,Orioles,10,-0.1,1000909
1968,Mel Queen,Reds,9,-0.1,1010592
1919,Hank Thormahlen,Yankees,66,-0.1,1013035
1911,Walt Miller,Dodgers,4,-0.1,1008940
1914,Jack Kading,Chi-Feds,3,-0.1,1006661
1970,Rich Rollins,- - -,75,-0.1,1011162
2011,Sean Burroughs,Diamondbacks,115,-0.1,1021
2009,Kevin Mulvey,- - -,7,-0.1,6947
1942,Johnny Allen,Dodgers,44,-0.1,1000150
1980,Paul Hodgson,Blue Jays,46,-0.1,1005889
1968,Eddie Watt,Orioles,9,-0.1,1013684
1984,Al Holland,Phillies,5,-0.1,1005947
1962,Bob Hartman,Indians,8,-0.1,1005452
2014,Yohan Flande,Rockies,17,-0.1,5057
1946,Lou Possehl,Phillies,4,-0.1,1010465
2011,Jeff Locke,Pirates,5,-0.1,2929
2013,Charlie Culberson,Rockies,104,-0.1,3298
1999,Eddie Zosky,Brewers,8,-0.1,1014459
2003,Mark Sweeney,Rockies,106,-0.1,1408
1913,Jack Bentley,Senators,3,-0.1,1000852
1913,Bill Morley,Senators,3,-0.1,1009192
2005,Dane Sardinha,Reds,3,-0.1,353
1927,Jing Johnson,Athletics,15,-0.1,1006467
1996,Steve Soderstrom,Giants,5,-0.1,1012261
1951,Archie Wilson,Yankees,5,-0.1,1014061
2013,Mike Fiers,Brewers,5,-0.1,7754
1932,Bill Chamberlain,White Sox,11,-0.1,1002118
1970,Mel Queen,Angels,16,-0.1,1010592
1989,Ken Dayley,Cardinals,5,-0.1,1003097
1926,Herschel Bennett,Browns,254,-0.1,1000842
2006,Pete Orr,Braves,164,-0.1,2748
2010,Kevin Millwood,Orioles,5,-0.1,106
1991,Carmen Castillo,Twins,13,-0.1,1002059
2003,Ted Lilly,Athletics,5,-0.1,833
1940,Gus Suhr,Phillies,30,-0.1,1012674
1948,Ed Lopat,Yankees,93,-0.1,1007748
1909,Frank Hemphill,Senators,3,-0.1,1005625
2002,Adam Bernero,Tigers,5,-0.1,460
1997,Arquimedez Pozo,Red Sox,17,-0.1,1010508
1970,Jim Beauchamp,- - -,97,-0.1,1000732
1991,Jeff Schulz,Pirates,3,-0.1,1011636
1971,Bob O'Brien,Dodgers,11,-0.1,1009683
1983,Kevin Hagen,Cardinals,5,-0.1,1005197
1983,Jim Kaat,Cardinals,5,-0.1,1006660
1954,Luke Easter,Indians,6,-0.1,1003640
1964,Gus Bell,Braves,3,-0.1,1000809
1877,Cherokee Fisher,White Stockings,4,-0.1,1004078
1997,Jaret Wright,Indians,5,-0.1,415
1929,Eppa Rixey,Reds,71,-0.1,1011008
2001,Steve Trachsel,Mets,61,-0.1,898
1966,Gary Sutherland,Phillies,3,-0.1,1012739
2006,Shea Hillenbrand,- - -,566,-0.1,196
1970,Jerry Davanon,Cardinals,20,-0.1,1003014
1989,Paul Sorrento,Twins,27,-0.1,1012282
1887,John Shaffer,Metropolitans,49,-0.1,1011782
2007,Mike Pelfrey,Mets,22,-0.1,5203
1913,Elmer Brown,Superbas,4,-0.1,1001515
2008,Ramon Ramirez,Reds,10,-0.1,2899
1892,Dan Daub,Reds,8,-0.1,1003003
1995,Darren Holmes,Rockies,4,-0.1,95
1924,Bill Doak,- - -,66,-0.1,1003336
1971,Mack Jones,Expos,108,-0.1,1006574
1994,Josias Manzanillo,Mets,5,-0.1,996
1954,Dick Littlefield,- - -,56,-0.1,1007661
1931,Gene Connell,Phillies,12,-0.1,1002516
2003,David DeJesus,Royals,10,-0.1,1825
1901,Jake Volz,Americans,4,-0.1,1013450
1968,Hal Gilson,Cardinals,5,-0.1,1004738
1946,Al Lyons,Yankees,4,-0.1,1007876
1946,Marius Russo,Yankees,4,-0.1,1011324
2008,Chris Carpenter,Cardinals,5,-0.1,1292
1992,Steve Decker,Giants,50,-0.1,1003129
1982,Don Mattingly,Yankees,13,-0.1,1008261
1921,Roy Walker,Cardinals,60,-0.1,1013531
1985,Larry Andersen,Phillies,5,-0.1,1000236
2014,Chris Valaika,Cubs,131,-0.1,1165
2004,Mark Redman,Athletics,5,-0.1,491
2004,Rich Harden,Athletics,5,-0.1,1772
1947,Ed Wright,Braves,24,-0.1,1014276
1950,Eddie Malone,White Sox,81,-0.1,1008037
1998,C.J. Nitkowski,Astros,5,-0.1,570
1998,Doug Henry,Astros,5,-0.1,1005668
1919,Pol Perritt,Giants,4,-0.1,1010206
1953,Hal Erickson,Tigers,4,-0.1,1003808
2006,Brandon Webb,Diamondbacks,86,-0.1,1692
2015,Orlando Calixte,Royals,3,-0.1,11905
1974,Felipe Alou,Brewers,3,-0.1,1000177
1984,Lynn Jones,Royals,109,-0.1,1006573
1918,Pinch Thomas,Indians,82,-0.1,1012989
1990,Tim Layana,Reds,5,-0.1,1007413
1979,Kevin Saucier,Phillies,10,-0.1,1011457
1996,Alan Cockrell,Rockies,9,-0.1,1002386
1882,Charlie Reynolds,Athletics,8,-0.1,1010865
1918,John Brock,Cardinals,57,-0.1,1001456
2008,Justin Verlander,Tigers,5,-0.1,8700
1924,Eddie Phillips,Braves,3,-0.1,1010289
1905,Joe Harris,Americans,9,-0.1,1005420
1995,Damon Buford,- - -,204,-0.1,1001635
1918,Eddie Onslow,Indians,6,-0.1,1009823
2009,Luke Hochevar,Royals,5,-0.1,6943
1989,Tommy Greene,Braves,10,-0.1,1005013
1984,Scott Sanderson,Cubs,51,-0.1,1011422
1872,,Atlantics,4,-0.1,1005784
1986,Tom Browning,Reds,94,-0.1,1001566
1986,Fred McGriff,Blue Jays,5,-0.1,293
1883,Bill Farrell,Orioles,8,-0.1,1003940
2000,Jason Johnson,Orioles,5,-0.1,147
2017,Ariel Miranda,Mariners,6,-0.1,17526
1991,Juan Berenguer,Braves,5,-0.1,1000865
2015,Jonathan Diaz,Blue Jays,16,-0.1,4142
1912,George Boehler,Tigers,11,-0.1,1001114
1963,Harry Bright,- - -,174,-0.1,1001430
2003,Jamal Strong,Mariners,2,-0.1,1820
2006,Jae Seo,- - -,22,-0.1,895
1995,Mark Sweeney,Cardinals,90,-0.1,1408
1933,Frank Pearce,Phillies,31,-0.1,1010103
2007,Chad Durbin,Tigers,5,-0.1,1442
2007,Andrew Miller,Tigers,5,-0.1,6785
2007,Justin Verlander,Tigers,5,-0.1,8700
1944,Dale Alderson,Cubs,4,-0.1,1000113
1899,Tom Colcolough,Giants,38,-0.1,1002410
1970,Jim Hannan,Senators,35,-0.1,1005316
1925,Dutch Leonard,Tigers,53,-0.1,1007532
1944,Joe Beggs,Reds,4,-0.1,1000776
1944,Bob Katz,Reds,4,-0.1,1006714
1997,Ugueth Urbina,Expos,5,-0.1,216
1997,Jose Paniagua,Expos,5,-0.1,483
1971,Rudy Meoli,Angels,3,-0.1,1008771
1899,Scott Hardesty,Giants,76,-0.1,1005340
1960,Duke Carmel,Cardinals,4,-0.1,1001969
1935,Mace Brown,Pirates,27,-0.1,1001541
1898,Jack Katoll,Orphans,4,-0.1,1006712
1967,Don Sutton,Dodgers,84,-0.1,1012745
1932,Mel Harder,Indians,101,-0.1,1005339
2016,Aaron Sanchez,Blue Jays,10,-0.1,11490
1969,Manny Jimenez,Cubs,6,-0.1,1006413
1989,Mike LaCoss,Giants,48,-0.1,1007240
1896,Gus Weyhing,Colonels,17,-0.1,1013820
1931,Bob Osborn,Pirates,18,-0.1,1009866
2011,Julio Teheran,Braves,5,-0.1,6797
1899,Willie Garoni,Giants,4,-0.1,1004542
1984,Cecilio Guante,Pirates,5,-0.1,1005113
1997,Jeff D'Amico,Brewers,5,-0.1,871
1992,Jerry Goff,Expos,3,-0.1,1004800
1989,Randy O'Neal,Phillies,5,-0.1,1009802
1989,Jeff Parrett,Phillies,5,-0.1,1010019
1980,Pete Falcone,Mets,49,-0.1,1003910
1982,Ozzie Virgil,Phillies,111,-0.1,1013439
1885,George Mappes,Orioles,20,-0.1,1008096
2010,Brian Esposito,Astros,3,-0.1,3085
2017,Carlos Gonzalez,Rockies,534,-0.1,7287
1964,Jay Ritchie,Red Sox,9,-0.1,1010988
1924,Wally Dashiell,White Sox,3,-0.1,1002999
1989,Dann Howitt,Athletics,3,-0.1,1006108
1948,Nick Strincevich,Phillies,4,-0.1,1012622
1908,Irv Young,- - -,65,-0.1,1014380
1993,John Wetteland,Expos,5,-0.1,1013815
1940,Hersh Martin,Phillies,96,-0.1,1008169
1911,Ed Zmich,Cardinals,4,-0.1,1014457
2017,Julio Teheran,Braves,72,-0.1,6797
2008,Manny Acosta,Braves,5,-0.1,8725
2006,Kevin Reese,Yankees,14,-0.1,2977
1974,Denis Menke,Astros,34,-0.1,1008766
2002,Mark Mulder,Athletics,5,-0.1,932
1927,Bob Osborn,Cubs,40,-0.1,1009866
2015,Travis Wood,Cubs,32,-0.1,9884
1947,Dick Koecher,Phillies,4,-0.1,1007071
1993,Tim Scott,- - -,5,-0.1,1011694
2015,Keon Broxton,Pirates,2,-0.1,9253
1996,Tim Scott,- - -,5,-0.1,1011694
2007,Jorge De La Rosa,Royals,5,-0.1,2047
2006,Brett Tomko,Dodgers,31,-0.1,1056
1995,Shawn Estes,Giants,5,-0.1,873
2012,Russ Canzler,Indians,97,-0.1,8265
1999,Onan Masaoka,Dodgers,5,-0.1,1008209
1898,John Callahan,Browns,4,-0.1,1001844
2013,Martin Perez,Rangers,5,-0.1,6902
1987,Dave Sax,Red Sox,3,-0.1,1011479
2013,Miguel Olivo,Marlins,80,-0.1,1638
1993,Pat Gomez,Padres,5,-0.1,1004824
1978,Horace Speed,Indians,124,-0.1,1012312
2009,Brian Sanches,Marlins,5,-0.1,2739
2009,Graham Taylor,Marlins,5,-0.1,3719
1976,Dave Tomlin,Padres,9,-0.1,1013110
2014,Alex Hassan,Red Sox,9,-0.1,9959
1926,Sid Womack,Braves,3,-0.1,1014204
1911,Bill Jones,Rustlers,67,-0.1,1006528
2005,Matt Treanor,Marlins,154,-0.1,2265
1946,Johnny Murphy,Yankees,8,-0.1,1009368
1901,Dick Braggins,Blues,14,-0.1,1001332
1998,Rob Stanifer,Marlins,5,-0.1,1012403
2006,Jason Bergmann,Nationals,11,-0.1,4640
1940,Hank Majeski,Bees,3,-0.1,1008006
2005,Doug Clark,Giants,6,-0.1,2457
1882,Dan O'Leary,Ruby Legs,27,-0.1,1009766
1915,Neal Brady,Yankees,4,-0.1,1001329
2008,Daniel Cabrera,Orioles,5,-0.1,1931
2000,Bubba Carpenter,Rockies,31,-0.1,1001977
1955,Hank Aguirre,Indians,4,-0.1,1000087
1985,Tom Hume,Reds,5,-0.1,1006179
2002,Jay Witasick,Giants,5,-0.1,1138
1954,Dean Stone,Senators,64,-0.1,1012561
1914,Ed Porray,Buffeds,4,-0.1,1010444
2005,Kyle Lohse,Twins,5,-0.1,739
2008,T.J. Beam,Pirates,5,-0.1,6101
1974,John Morlan,Pirates,8,-0.1,1009191
1983,Rowland Office,Yankees,3,-0.1,1009741
1943,Red Marion,Senators,20,-0.1,1008109
1883,Myron Allen,Gothams,4,-0.1,1000153
1998,Scott Winchester,Reds,26,-0.1,1014120
1958,Bobby Henrich,Redlegs,3,-0.1,1005661
1907,Hughie Jennings,Tigers,4,-0.1,1006396
1997,Richie Sexson,Indians,11,-0.1,709
1897,Lou Criger,Spiders,165,-0.1,1002767
1889,Chris Fulmer,Orioles,65,-0.1,1004401
1979,Pat Zachry,Mets,16,-0.1,1014407
1925,Ken Holloway,Tigers,53,-0.1,1005966
1884,Lyman Drake,Nationals,7,-0.1,1003480
1942,Jim Gleeson,Reds,24,-0.1,1004773
1990,Jerry Willard,White Sox,3,-0.1,1013963
1928,Buck Crouse,White Sox,239,-0.1,1002818
2002,David Wells,Yankees,5,-0.1,855
2011,Collin Balester,Nationals,5,-0.1,6883
1955,Bill Harrington,Athletics,19,-0.1,1005397
1948,Bob Ramazzotti,Dodgers,3,-0.1,1010664
1899,Skel Roach,Orphans,4,-0.1,1011016
1898,Lefty Hopper,Bridegrooms,4,-0.1,1006021
1912,George Batten,Highlanders,3,-0.1,1000671
1913,Paul Strand,Braves,6,-0.1,1012598
1931,Lou McEvoy,Yankees,4,-0.1,1008483
1989,Mark Ryal,Phillies,34,-0.1,1011332
2004,Matt Wise,Brewers,5,-0.1,42
2004,Adrian Hernandez,Brewers,5,-0.1,1504
1999,Roger Clemens,Yankees,5,-0.1,815
1970,Jim Davenport,Giants,46,-0.1,1003017
1915,Danny Murphy,Tip-Tops,6,-0.1,1009352
2000,Andy Pettitte,Yankees,5,-0.1,840
2003,Derek Lowe,Red Sox,5,-0.1,199
2018,Corey Kluber,Indians,6,-0.1,2429
1989,John Orton,Angels,42,-0.1,1009864
1939,Dick Coffman,Giants,4,-0.1,1002391
1994,Jose Hernandez,Cubs,146,-0.1,688
1955,Vic Raschi,Athletics,37,-0.1,1010702
1931,Whitey Hilcher,Reds,4,-0.1,1005801
1954,Al Worthington,Giants,4,-0.1,1014260
1925,Benny Bengough,Yankees,308,-0.1,1000832
2002,Tanyon Sturtze,Devil Rays,5,-0.1,1230
1960,Jim Maloney,Reds,20,-0.1,1008039
1947,Don Johnson,Cubs,434,-0.1,1006447
2014,Jamey Wright,Dodgers,6,-0.1,715
1967,Len Boehmer,Reds,3,-0.1,1001116
1999,Jimmy Haynes,Athletics,5,-0.1,329
1997,Shane Reynolds,Astros,62,-0.1,574
1900,Jouett Meekin,Pirates,4,-0.1,1008724
1996,Scott Service,Reds,5,-0.1,1684
1994,Pedro Martinez,Padres,5,-0.1,1008190
1981,Joe Sambito,Astros,5,-0.1,1011392
1990,Mitch Williams,Cubs,5,-0.1,1014025
1899,Harley Payne,Pirates,11,-0.1,1010094
1974,Jim Rice,Red Sox,75,-0.1,1010897
1916,Eric Erickson,Tigers,4,-0.1,1003806
1979,Dave Patterson,Dodgers,9,-0.1,1010060
1999,Trever Miller,Astros,5,-0.1,1672
1994,Terry McGriff,Cardinals,131,-0.1,1008549
1944,Gene Mauch,Dodgers,17,-0.1,1008271
1954,Charlie Silvera,Yankees,42,-0.1,1011971
1958,Frank Howard,Dodgers,30,-0.1,1006080
1983,Rod Scurry,Pirates,5,-0.1,1011700
2017,Jesse Chavez,Angels,6,-0.1,5448
2018,Steve Cishek,Cubs,6,-0.1,6483
1932,Fay Thomas,Dodgers,4,-0.1,1012973
1979,Brian Greer,Padres,3,-0.1,1005016
1975,Dick Billings,Cardinals,3,-0.1,1000968
1939,Oris Hockett,Dodgers,14,-0.1,1005877
1986,Rick Anderson,Mets,12,-0.1,1000241
1965,Tony Martinez,Indians,3,-0.1,1008201
1882,Morrie Critchley,- - -,19,-0.1,1002779
1963,Julio Gotay,Pirates,2,-0.1,1004897
1996,Rodney Myers,Cubs,5,-0.1,1511
1956,Ramon Monzant,Giants,4,-0.1,1009077
1908,Fred Stem,Doves,76,-0.1,1012479
1959,John Tsitouris,Athletics,24,-0.1,1013208
1899,Clay Fauver,Colonels,4,-0.1,1003962
2004,Rene Rivera,Mariners,3,-0.1,3648
1975,Jerry Moses,- - -,23,-0.1,1009242
2014,Dean Anna,Yankees,25,-0.1,8353
1985,Art Howe,Cardinals,3,-0.1,1006092
1952,Hal Keller,Senators,24,-0.1,1006775
1993,Dave Telgheder,Mets,20,-0.1,1012906
1988,Scotti Madison,Royals,39,-0.1,1007955
1922,Lerton Pinto,Phillies,10,-0.1,1010361
1967,Ken Johnson,Braves,82,-0.1,1006477
1963,Joe Nuxhall,Reds,81,-0.1,1009665
1981,Ken Smith,Braves,3,-0.1,1012170
1956,Moe Burtschy,Athletics,8,-0.1,1001738
1971,John Curtis,Red Sox,9,-0.1,1002905
2008,Justin Masterson,Red Sox,5,-0.1,2038
2008,Jon Lester,Red Sox,5,-0.1,4930
1937,George Fallon,Dodgers,9,-0.1,1003917
1963,Pete Burnside,- - -,13,-0.1,1001718
1902,Lou Polchow,Bronchos,4,-0.1,1010416
1901,Roger Denzer,Giants,25,-0.1,1003215
1985,Ed Jurak,Red Sox,14,-0.1,1006651
2004,Mark Buehrle,White Sox,5,-0.1,225
2004,Esteban Loaiza,- - -,5,-0.1,1310
1902,Hal O'Hagan,- - -,227,-0.1,1009749
1886,Phenomenal Smith,Wolverines,9,-0.1,1012192
1973,Jim Essian,Phillies,3,-0.1,1003835
1980,Eddie Milner,Reds,3,-0.1,1008964
1989,Norm Charlton,Reds,5,-0.1,1002160
1913,Gene Cocreham,Braves,4,-0.1,1002387
1877,Josh Bunce,Dark Blues,4,-0.1,1001650
1940,Dick Hahn,Senators,3,-0.1,1005201
1930,Joe Heving,Giants,24,-0.1,1005758
1964,Carl Willey,Mets,5,-0.1,1013965
1951,Walt Masterson,Red Sox,12,-0.1,1008230
2003,Freddy Sanchez,Red Sox,34,-0.1,1624
